r (Ang), PDF (RMC), PDF (Expt)
   1.2000000000000000       ,  -0.39146000000000003       ,  -0.37203325438111556     
   1.2200000000000000       ,  -0.39146000000000003       ,  -0.37383106200091082     
   1.2400000000000000       ,  -0.39146000000000003       ,  -0.38162888977695131     
   1.2600000000000000       ,  -0.39146000000000003       ,  -0.39265600932604422     
   1.2800000000000000       ,  -0.39146000000000003       ,  -0.40301782032870515     
   1.3000000000000000       ,  -0.39146000000000003       ,  -0.40905955875257133     
   1.3200000000000001       ,  -0.39146000000000003       ,  -0.40864688476303396     
   1.3400000000000001       ,  -0.39146000000000003       ,  -0.40191810925609311     
   1.3600000000000001       ,  -0.39146000000000003       ,  -0.39124416945977436     
   1.3800000000000001       ,  -0.39146000000000003       ,  -0.38040575126366383     
   1.4000000000000001       ,  -0.39146000000000003       ,  -0.37326889245940092     
   1.4199999999999999       ,  -0.39146000000000003       ,  -0.37241748579150386     
   1.4399999999999999       ,  -0.39146000000000003       ,  -0.37822143584280959     
   1.4600000000000000       ,  -0.39146000000000003       ,  -0.38867389696941396     
   1.4800000000000000       ,  -0.39146000000000003       ,  -0.40006775314122855     
   1.5000000000000000       ,  -0.39146000000000003       ,  -0.40828915877761918     
   1.5200000000000000       ,  -0.39146000000000003       ,  -0.41028491006870477     
   1.5400000000000000       ,  -0.39146000000000003       ,  -0.40518854149592448     
   1.5600000000000001       ,  -0.39146000000000003       ,  -0.39469577832738434     
   1.5800000000000001       ,  -0.39146000000000003       ,  -0.38253156124088378     
   1.6000000000000001       ,  -0.39146000000000003       ,  -0.37316569920350307     
   1.6200000000000001       ,  -0.39146000000000003       ,  -0.37020560425430171     
   1.6400000000000001       ,  -0.39146000000000003       ,  -0.37502722476303790     
   1.6600000000000001       ,  -0.39146000000000003       ,  -0.38614794139260045     
   1.6799999999999999       ,  -0.39146000000000003       ,  -0.39960930804072564     
   1.7000000000000000       ,  -0.39146000000000003       ,  -0.41029567106297271     
   1.7200000000000000       ,  -0.39146000000000003       ,  -0.41377841160789347     
   1.7400000000000000       ,  -0.39146000000000003       ,  -0.40805954417525103     
   1.7600000000000000       ,  -0.39146000000000003       ,  -0.39457254683603832     
